response_nflw,response_eeg,rt_nflw,rt_eeg,subject
1.0,1.0,0.379,1.316,45956
1.0,1.0,0.481,1.32,45956
1.0,1.0,0.887,1.428,45956
1.0,1.0,0.647,1.86,45956
1.0,1.0,0.872,1.644,45956
1.0,1.0,0.724,1.868,45956
1.0,1.0,0.654,1.756,45956
1.0,1.0,0.581,1.736,45956
1.0,1.0,0.397,1.532,45956
1.0,1.0,0.428,1.412,45956
1.0,1.0,0.81,1.532,45956
1.0,1.0,0.572,1.86,45956
1.0,1.0,0.652,1.644,45956
1.0,1.0,0.626,1.644,45956
0.0,1.0,0.556,1.64,45956
1.0,0.0,0.421,1.54,45956
1.0,1.0,0.002,1.436,45956
1.0,1.0,0.681,0.98,45956
1.0,1.0,0.562,1.644,45956
1.0,1.0,0.663,1.64,45956
1.0,1.0,0.432,1.644,45956
1.0,1.0,0.568,1.216,45956
1.0,1.0,0.678,1.536,45956
1.0,1.0,0.523,1.64,45956
1.0,1.0,0.664,1.524,45956
1.0,1.0,0.623,1.748,45956
1.0,1.0,0.536,1.64,45956
1.0,1.0,0.66,1.54,45956
0.0,1.0,0.712,1.632,45956
1.0,0.0,0.534,1.644,45956
1.0,1.0,0.529,1.528,45956
1.0,1.0,1.639,1.544,45956
1.0,1.0,0.497,2.724,45956
1.0,1.0,2.63,1.528,45956
1.0,1.0,0.865,3.608,45956
1.0,1.0,0.439,1.968,45956
1.0,1.0,0.578,1.428,45956
1.0,1.0,1.204,1.644,45956
1.0,1.0,0.537,2.18,45956
1.0,1.0,0.601,1.532,45956
1.0,1.0,0.551,1.54,45956
0.0,1.0,1.598,1.528,45956
1.0,0.0,0.452,2.616,45956
1.0,1.0,0.596,1.54,45956
1.0,1.0,0.632,1.644,45956
1.0,1.0,0.633,1.648,45956
1.0,1.0,0.482,1.644,45956
1.0,1.0,0.564,1.54,45956
1.0,1.0,0.147,1.536,45956
1.0,1.0,0.236,1.204,45956
1.0,1.0,0.001,1.212,45956
1.0,1.0,0.745,1.096,45956
1.0,1.0,0.838,1.644,45956
1.0,1.0,0.564,1.856,45956
1.0,1.0,0.548,1.628,45956
1.0,1.0,0.546,1.532,45956
,1.0,,1.524,45956
,1.0,,1.424,45956
1.0,1.0,0.783,1.848,46221
0.0,0.0,0.001,0.992,46221
1.0,1.0,0.518,1.412,46221
0.0,0.0,0.615,1.636,46221
1.0,1.0,0.831,1.856,46221
0.0,0.0,0.58,1.64,46221
1.0,1.0,0.515,1.528,46221
0.0,0.0,0.599,1.64,46221
1.0,1.0,0.622,1.64,46221
0.0,0.0,0.457,1.424,46221
1.0,1.0,0.715,1.648,46221
0.0,0.0,0.52,1.54,46221
1.0,1.0,0.579,1.64,46221
0.0,0.0,0.506,1.532,46221
1.0,1.0,0.468,1.424,46221
0.0,0.0,0.804,1.856,46221
1.0,0.0,0.563,1.54,46221
0.0,1.0,0.553,1.428,46221
1.0,0.0,0.432,1.644,46221
0.0,1.0,0.596,1.528,46221
1.0,0.0,0.48,1.424,46221
0.0,1.0,0.432,1.528,46221
1.0,0.0,0.498,1.42,46221
0.0,0.0,0.481,1.536,46221
0.0,1.0,0.562,1.536,46221
1.0,0.0,0.606,1.644,46221
0.0,1.0,0.624,1.744,46221
1.0,0.0,0.67,1.644,46221
0.0,1.0,0.68,2.192,46221
1.0,0.0,1.21,1.644,46221
0.0,1.0,0.647,1.324,46221
1.0,1.0,0.367,1.42,46221
1.0,0.0,0.465,1.532,46221
0.0,1.0,0.464,1.524,46221
1.0,1.0,0.481,1.436,46221
1.0,1.0,0.447,1.42,46221
1.0,0.0,0.452,1.756,46221
0.0,1.0,0.772,1.644,46221
1.0,1.0,0.581,1.74,46221
1.0,1.0,0.738,1.528,46221
1.0,1.0,0.481,1.636,46221
1.0,0.0,0.572,1.516,46221
0.0,1.0,0.53,1.424,46221
1.0,1.0,0.461,1.636,46221
1.0,1.0,0.699,1.524,46221
1.0,1.0,0.448,1.644,46221
1.0,1.0,0.631,1.424,46221
1.0,1.0,0.481,1.428,46221
1.0,0.0,0.445,1.424,46221
0.0,1.0,0.5,1.536,46221
1.0,1.0,0.583,1.744,46221
1.0,1.0,0.65,1.972,46221
1.0,0.0,1.012,1.516,46221
0.0,1.0,0.434,1.748,46221
1.0,1.0,0.747,1.636,46221
1.0,1.0,0.633,1.752,46221
1.0,1.0,0.696,1.644,46221
1.0,0.0,0.582,1.636,46221
0.0,1.0,0.669,1.536,46221
1.0,1.0,0.482,1.648,46221
1.0,0.0,0.62,1.416,46221
0.0,1.0,0.466,1.64,46221
1.0,0.0,0.497,1.416,46221
0.0,0.0,0.603,1.632,46221
1.0,1.0,1.93,2.944,46221
0.0,0.0,0.429,1.428,46221
1.0,1.0,0.697,1.756,46221
0.0,1.0,4.344,5.348,46221
1.0,1.0,0.515,1.532,46221
0.0,1.0,4.743,5.78,46221
1.0,1.0,0.414,1.428,46221
0.0,0.0,0.612,1.644,46221
1.0,1.0,0.097,1.1,46221
0.0,0.0,0.53,1.54,46221
1.0,1.0,0.566,1.64,46221
0.0,0.0,0.631,1.64,46221
1.0,1.0,0.549,1.54,46221
1.0,1.0,0.614,1.636,46221
0.0,0.0,0.637,1.636,46221
1.0,1.0,0.747,1.76,46221
1.0,1.0,5.013,6.112,46221
0.0,0.0,0.516,1.52,46221
1.0,1.0,1.876,2.836,46221
0.0,0.0,0.55,1.536,46221
0.0,0.0,0.864,1.864,46221
1.0,1.0,0.498,1.54,46221
0.0,0.0,0.532,1.544,46221
1.0,1.0,0.492,1.532,46221
0.0,0.0,1.563,2.628,46221
1.0,1.0,4.411,5.356,46221
0.0,0.0,0.604,1.64,46221
1.0,1.0,0.515,1.528,46221
1.0,1.0,2.112,3.172,46221
0.0,0.0,0.514,1.532,46221
1.0,1.0,0.58,1.528,46221
0.0,0.0,0.517,1.544,46221
1.0,1.0,0.836,1.868,46221
0.0,0.0,0.734,1.644,46221
1.0,1.0,0.573,1.524,46221
0.0,0.0,2.248,3.28,46221
1.0,1.0,0.449,1.336,46221
0.0,0.0,0.447,1.424,46221
1.0,1.0,0.647,1.648,46221
0.0,0.0,0.68,1.748,46221
1.0,1.0,0.432,1.416,46221
1.0,1.0,0.444,1.432,46221
1.0,1.0,0.696,1.756,46221
0.0,0.0,0.737,1.756,46221
1.0,1.0,0.485,1.428,46221
,1.0,,3.392,46221
,0.0,,1.528,46221
1.0,1.0,0.883,1.86,47131
1.0,1.0,0.686,1.644,47131
1.0,1.0,1.997,3.06,47131
1.0,1.0,0.996,2.076,47131
1.0,1.0,0.544,1.54,47131
1.0,1.0,0.756,1.748,47131
0.0,0.0,0.001,0.988,47131
1.0,1.0,0.462,1.52,47131
1.0,1.0,0.68,1.64,47131
1.0,1.0,0.681,1.74,47131
1.0,1.0,0.599,1.644,47131
1.0,1.0,0.514,1.536,47131
1.0,1.0,0.548,1.644,47131
1.0,1.0,0.634,1.636,47131
1.0,1.0,0.566,1.532,47131
1.0,1.0,0.632,1.64,47131
1.0,1.0,0.512,1.424,47131
0.0,0.0,0.001,0.98,47131
1.0,1.0,0.631,1.528,47131
1.0,1.0,0.519,1.532,47131
1.0,1.0,0.723,1.764,47131
1.0,1.0,0.496,1.532,47131
1.0,1.0,0.682,1.64,47131
1.0,1.0,0.723,1.76,47131
1.0,1.0,0.673,1.632,47131
1.0,1.0,0.53,1.528,47131
1.0,1.0,0.565,1.644,47131
0.0,0.0,0.001,0.984,47131
1.0,1.0,0.568,1.536,47131
1.0,1.0,0.581,1.536,47131
1.0,1.0,0.514,1.52,47131
1.0,1.0,0.489,1.536,47131
1.0,1.0,0.654,1.74,47131
1.0,1.0,0.514,1.532,47131
0.0,0.0,0.001,0.988,47131
1.0,1.0,0.648,1.644,47131
1.0,1.0,0.604,1.532,47131
1.0,1.0,0.882,1.868,47131
1.0,1.0,0.555,1.536,47131
1.0,1.0,0.501,1.52,47131
1.0,1.0,0.515,1.528,47131
1.0,1.0,0.532,1.632,47131
1.0,1.0,0.494,1.54,47131
0.0,0.0,0.001,0.988,47131
1.0,1.0,0.578,1.636,47131
1.0,1.0,0.745,1.564,47131
1.0,1.0,0.498,1.536,47131
1.0,1.0,0.582,1.632,47131
1.0,1.0,0.531,1.528,47131
1.0,1.0,0.485,1.42,47131
1.0,1.0,0.557,1.644,47131
1.0,1.0,0.572,1.644,47131
0.0,0.0,0.001,0.976,47131
1.0,1.0,0.422,1.42,47131
1.0,1.0,0.464,1.436,47131
1.0,1.0,0.464,1.42,47131
1.0,1.0,0.484,1.516,47131
1.0,1.0,0.456,1.532,47131
1.0,1.0,0.931,1.976,47131
1.0,1.0,0.517,1.528,47131
1.0,1.0,0.486,1.54,47131
1.0,1.0,0.514,1.532,47131
0.0,0.0,0.001,0.996,47131
1.0,1.0,0.446,1.428,47131
1.0,1.0,0.48,1.528,47131
1.0,1.0,0.429,1.528,47131
1.0,1.0,0.555,1.54,47131
1.0,1.0,0.512,1.424,47131
1.0,1.0,0.573,1.536,47131
1.0,1.0,0.533,1.52,47131
1.0,1.0,0.363,1.316,47131
1.0,1.0,0.632,1.652,47131
1.0,1.0,0.466,1.54,47131
1.0,1.0,0.498,1.424,47131
1.0,1.0,0.466,1.528,47131
1.0,1.0,0.545,1.528,47131
0.0,0.0,0.001,0.992,47131
1.0,1.0,0.602,1.644,47131
1.0,1.0,0.633,1.648,47131
1.0,1.0,0.63,1.652,47131
1.0,1.0,0.447,1.428,47131
0.0,1.0,0.647,1.412,47131
1.0,1.0,0.41,1.744,47131
1.0,0.0,0.664,1.632,47131
1.0,1.0,0.582,1.424,47131
1.0,1.0,0.718,1.748,47131
1.0,1.0,0.581,1.652,47131
1.0,1.0,0.605,1.752,47131
1.0,1.0,0.673,1.64,47131
1.0,1.0,0.679,1.648,47131
0.0,1.0,0.001,1.744,47131
1.0,1.0,0.487,1.756,47131
1.0,0.0,0.566,0.988,47131
1.0,1.0,0.814,1.424,47131
1.0,1.0,0.773,1.528,47131
1.0,1.0,0.532,1.864,47131
1.0,1.0,0.593,1.872,47131
1.0,1.0,0.569,1.624,47131
0.0,1.0,0.001,1.636,47131
1.0,1.0,0.522,1.524,47131
1.0,0.0,0.421,0.992,47131
1.0,1.0,0.412,1.54,47131
1.0,1.0,0.698,1.424,47131
1.0,1.0,0.613,1.428,47131
1.0,1.0,0.49,1.74,47131
1.0,1.0,0.513,1.532,47131
0.0,1.0,0.001,1.424,47131
1.0,1.0,0.563,1.536,47131
1.0,0.0,0.521,0.98,47131
1.0,1.0,0.496,1.652,47131
1.0,1.0,0.681,1.532,47131
1.0,1.0,0.556,1.428,47131
1.0,1.0,0.781,1.748,47131
1.0,1.0,0.566,1.652,47131
0.0,1.0,0.001,1.76,47131
1.0,1.0,0.671,1.524,47131
1.0,0.0,0.747,0.996,47131
1.0,1.0,0.815,1.644,47131
1.0,1.0,1.442,1.868,47131
1.0,1.0,0.812,1.744,47131
1.0,1.0,0.78,2.408,47131
1.0,1.0,0.889,1.86,47131
1.0,1.0,0.763,1.752,47131
1.0,1.0,0.605,1.956,47131
0.0,1.0,0.003,1.764,47131
1.0,1.0,0.862,1.636,47131
1.0,0.0,0.448,1.088,47131
1.0,1.0,0.558,1.864,47131
1.0,1.0,0.482,1.424,47131
1.0,1.0,0.564,1.636,47131
1.0,1.0,0.615,1.424,47131
1.0,1.0,0.627,1.528,47131
1.0,1.0,0.644,1.636,47131
1.0,1.0,0.465,1.648,47131
1.0,1.0,0.679,1.76,47131
1.0,1.0,0.478,1.532,47131
0.0,1.0,0.001,1.64,47131
1.0,1.0,0.631,1.528,47131
1.0,0.0,0.765,1.108,47131
1.0,1.0,0.863,1.744,47131
1.0,1.0,0.66,1.744,47131
1.0,1.0,0.687,1.852,47131
1.0,1.0,0.637,1.636,47131
1.0,1.0,0.614,1.64,47131
1.0,1.0,0.593,1.648,47131
1.0,1.0,0.568,1.644,47131
1.0,1.0,0.773,1.536,47131
0.0,1.0,0.001,1.748,47131
1.0,0.0,0.513,0.992,47131
1.0,1.0,0.527,1.54,47131
1.0,1.0,0.631,1.524,47131
1.0,1.0,0.638,1.644,47131
1.0,1.0,0.615,1.628,47131
1.0,1.0,0.648,1.64,47131
1.0,1.0,0.548,1.756,47131
1.0,1.0,0.521,1.54,47131
1.0,1.0,0.496,1.428,47131
1.0,1.0,0.519,1.536,47131
1.0,1.0,0.496,1.524,47131
1.0,1.0,0.487,1.652,47131
0.0,1.0,0.002,1.548,47131
1.0,0.0,0.701,1.1,47131
,1.0,,1.64,47131
,1.0,,1.632,47131
,1.0,,1.748,47131
1.0,1.0,0.563,1.648,47204
1.0,1.0,0.699,1.856,47204
1.0,1.0,1.031,1.964,47204
1.0,1.0,1.276,2.296,47204
1.0,1.0,0.598,1.644,47204
1.0,1.0,0.613,1.644,47204
1.0,1.0,1.012,1.968,47204
1.0,1.0,8.619,9.592,47204
1.0,1.0,5.435,6.444,47204
1.0,1.0,0.765,1.856,47204
1.0,1.0,1.887,2.956,47204
1.0,1.0,4.978,6.004,47204
1.0,1.0,3.496,4.48,47204
1.0,1.0,7.712,8.712,47204
1.0,1.0,7.076,8.076,47204
0.0,0.0,1.015,1.976,47204
1.0,1.0,0.961,1.964,47204
1.0,1.0,0.82,1.86,47204
1.0,1.0,1.351,2.4,47204
1.0,1.0,17.744,18.66,47204
1.0,1.0,4.654,5.68,47204
1.0,1.0,0.581,1.64,47204
1.0,1.0,0.597,1.64,47204
1.0,1.0,1.379,2.404,47204
1.0,1.0,0.736,1.644,47204
1.0,1.0,0.563,1.52,47204
1.0,1.0,0.564,1.628,47204
1.0,1.0,0.565,1.64,47204
1.0,1.0,0.948,1.976,47204
1.0,1.0,0.5,1.532,47204
0.0,0.0,0.563,1.528,47204
1.0,1.0,0.723,1.744,47204
1.0,1.0,1.056,2.08,47204
1.0,1.0,0.766,1.756,47204
1.0,1.0,0.898,1.864,47204
1.0,1.0,0.644,1.536,47204
1.0,1.0,0.872,1.852,47204
1.0,1.0,1.538,2.508,47204
1.0,1.0,0.598,1.536,47204
1.0,1.0,0.665,1.64,47204
1.0,1.0,0.696,1.748,47204
1.0,1.0,0.515,1.532,47204
1.0,1.0,0.582,1.532,47204
0.0,0.0,0.672,1.764,47204
1.0,1.0,0.656,1.752,47204
1.0,1.0,0.767,1.856,47204
1.0,1.0,0.788,1.752,47204
1.0,1.0,1.673,2.624,47204
1.0,1.0,0.706,1.636,47204
1.0,1.0,0.788,1.856,47204
1.0,1.0,1.18,2.188,47204
1.0,1.0,0.98,1.976,47204
1.0,1.0,0.58,1.544,47204
1.0,1.0,0.679,1.748,47204
1.0,1.0,0.637,1.644,47204
1.0,1.0,0.564,1.644,47204
1.0,1.0,0.68,1.652,47204
1.0,1.0,0.536,1.524,47204
1.0,1.0,0.664,1.644,47204
1.0,1.0,0.671,1.644,47204
1.0,1.0,0.465,1.532,47204
0.0,0.0,0.698,1.64,47204
1.0,1.0,0.696,1.852,47204
1.0,1.0,0.547,1.532,47204
1.0,1.0,0.579,1.628,47204
1.0,1.0,1.713,2.728,47204
1.0,1.0,1.428,2.508,47204
1.0,1.0,0.815,1.852,47204
1.0,1.0,0.755,1.652,47204
1.0,1.0,1.163,1.868,47204
1.0,1.0,0.728,1.748,47204
1.0,1.0,0.697,2.192,47204
1.0,1.0,1.032,1.752,47204
1.0,1.0,0.863,1.748,47204
1.0,1.0,0.651,2.092,47204
1.0,1.0,0.599,1.86,47204
1.0,1.0,0.939,1.648,47204
1.0,1.0,0.705,1.644,47204
1.0,1.0,0.646,1.972,47204
1.0,1.0,0.73,1.76,47204
1.0,1.0,0.499,1.652,47204
1.0,1.0,0.997,1.748,47204
1.0,1.0,0.561,1.424,47204
1.0,1.0,0.508,2.068,47204
0.0,1.0,0.878,1.528,47204
1.0,1.0,4.171,1.532,47204
1.0,0.0,0.504,1.756,47204
1.0,1.0,0.498,5.252,47204
1.0,1.0,1.071,1.532,47204
1.0,1.0,0.743,1.54,47204
1.0,1.0,0.922,2.18,47204
1.0,1.0,0.8,1.84,47204
1.0,1.0,0.532,1.968,47204
1.0,1.0,0.78,1.748,47204
1.0,1.0,4.418,1.54,47204
1.0,1.0,0.606,1.76,47204
1.0,1.0,0.54,5.444,47204
1.0,1.0,0.697,1.644,47204
1.0,1.0,0.478,1.532,47204
1.0,1.0,0.79,1.756,47204
1.0,1.0,0.548,1.428,47204
1.0,1.0,0.638,1.756,47204
0.0,1.0,0.529,1.524,47204
1.0,1.0,0.845,1.648,47204
1.0,0.0,4.548,1.528,47204
1.0,1.0,0.432,1.86,47204
1.0,1.0,0.782,5.568,47204
1.0,1.0,0.598,1.416,47204
1.0,1.0,0.682,1.752,47204
1.0,1.0,0.579,1.648,47204
1.0,1.0,0.689,1.74,47204
1.0,1.0,0.738,1.54,47204
1.0,1.0,0.896,1.636,47204
1.0,1.0,0.656,1.752,47204
1.0,1.0,0.912,1.86,47204
1.0,1.0,0.906,1.74,47204
1.0,1.0,0.683,1.864,47204
1.0,1.0,0.753,1.968,47204
0.0,1.0,0.416,1.756,47204
1.0,1.0,0.998,1.756,47204
1.0,0.0,0.524,1.54,47204
1.0,1.0,0.596,1.976,47204
1.0,1.0,0.647,1.652,47204
1.0,1.0,0.55,1.636,47204
1.0,1.0,0.644,1.636,47204
1.0,1.0,0.681,1.524,47204
1.0,1.0,0.588,1.64,47204
1.0,1.0,0.57,1.644,47204
1.0,1.0,0.745,1.644,47204
1.0,1.0,0.613,1.532,47204
1.0,1.0,0.549,1.856,47204
1.0,1.0,0.648,1.64,47204
1.0,1.0,0.583,1.528,47204
1.0,1.0,0.614,1.644,47204
0.0,1.0,0.639,1.532,47204
1.0,1.0,0.587,1.648,47204
1.0,0.0,0.603,1.76,47204
1.0,1.0,0.615,1.648,47204
1.0,1.0,0.78,1.636,47204
1.0,1.0,0.599,1.636,47204
1.0,1.0,0.579,1.848,47204
1.0,1.0,0.744,1.52,47204
1.0,1.0,1.199,1.54,47204
1.0,1.0,0.716,1.744,47204
1.0,1.0,0.76,2.2,47204
1.0,1.0,0.803,1.74,47204
,1.0,,1.648,47204
,1.0,,1.748,47204
,1.0,,1.756,47204
,1.0,,1.752,47204
1.0,1.0,0.531,1.632,47324
1.0,1.0,0.956,1.972,47324
1.0,1.0,0.939,1.964,47324
1.0,1.0,0.696,1.644,47324
1.0,1.0,0.648,1.648,47324
0.0,0.0,0.536,1.64,47324
1.0,1.0,0.481,1.524,47324
1.0,1.0,0.75,1.752,47324
1.0,1.0,0.429,1.424,47324
1.0,1.0,0.523,1.632,47324
0.0,0.0,0.466,1.42,47324
1.0,1.0,0.548,1.528,47324
1.0,1.0,0.448,1.424,47324
1.0,1.0,1.08,2.068,47324
1.0,1.0,0.485,1.528,47324
0.0,0.0,0.416,1.42,47324
1.0,1.0,0.598,1.64,47324
1.0,1.0,0.513,1.532,47324
0.0,0.0,0.447,1.344,47324
1.0,1.0,0.852,1.86,47324
1.0,1.0,0.498,1.524,47324
1.0,1.0,0.429,1.428,47324
0.0,0.0,0.53,1.528,47324
1.0,1.0,0.996,2.08,47324
1.0,1.0,0.488,1.416,47324
1.0,1.0,0.531,1.528,47324
0.0,0.0,0.581,1.536,47324
1.0,1.0,0.515,1.54,47324
1.0,1.0,0.401,1.424,47324
0.0,0.0,0.589,1.644,47324
1.0,1.0,0.633,1.644,47324
1.0,1.0,0.674,1.736,47324
1.0,1.0,0.813,1.86,47324
0.0,0.0,0.368,1.428,47324
1.0,1.0,0.412,1.532,47324
1.0,1.0,0.436,1.424,47324
0.0,0.0,0.582,1.46,47324
1.0,1.0,0.455,1.412,47324
1.0,1.0,0.615,1.632,47324
0.0,0.0,0.572,1.64,47324
1.0,1.0,0.469,1.528,47324
1.0,1.0,0.415,1.432,47324
1.0,1.0,0.58,1.536,47324
0.0,0.0,0.513,1.532,47324
1.0,1.0,0.439,1.524,47324
1.0,1.0,0.846,1.968,47324
1.0,1.0,1.115,2.188,47324
0.0,0.0,0.59,1.644,47324
1.0,1.0,0.462,1.536,47324
1.0,1.0,1.012,2.072,47324
0.0,0.0,0.48,1.428,47324
1.0,1.0,0.449,1.524,47324
1.0,1.0,0.815,1.852,47324
0.0,0.0,0.671,1.644,47324
1.0,1.0,0.498,1.532,47324
1.0,1.0,0.631,1.648,47324
0.0,0.0,0.465,1.544,47324
1.0,1.0,0.48,1.528,47324
1.0,1.0,0.711,1.752,47324
0.0,0.0,0.497,1.536,47324
1.0,1.0,0.43,1.528,47324
1.0,1.0,0.388,1.328,47324
0.0,0.0,0.563,1.54,47324
1.0,1.0,0.551,1.636,47324
0.0,0.0,0.564,1.46,47324
1.0,1.0,0.414,1.528,47324
1.0,1.0,0.453,1.54,47324
1.0,0.0,0.413,1.42,47324
1.0,1.0,0.368,1.42,47324
0.0,1.0,0.562,1.32,47324
1.0,1.0,0.461,1.42,47324
1.0,0.0,0.416,1.636,47324
0.0,1.0,1.531,1.424,47324
1.0,1.0,0.448,1.416,47324
1.0,0.0,0.406,2.516,47324
0.0,1.0,0.749,1.532,47324
1.0,1.0,0.415,1.416,47324
1.0,0.0,0.513,1.744,47324
0.0,1.0,0.398,1.42,47324
1.0,1.0,0.518,1.536,47324
1.0,0.0,0.78,1.428,47324
0.0,1.0,0.465,1.54,47324
1.0,1.0,0.456,1.864,47324
1.0,0.0,0.413,1.532,47324
0.0,1.0,1.039,1.424,47324
1.0,1.0,0.545,1.536,47324
1.0,0.0,0.45,2.08,47324
1.0,1.0,0.537,1.532,47324
0.0,1.0,1.03,1.516,47324
1.0,1.0,0.496,1.532,47324
1.0,0.0,0.778,1.964,47324
0.0,1.0,1.165,1.428,47324
1.0,1.0,0.383,1.86,47324
1.0,0.0,0.563,2.176,47324
1.0,1.0,0.421,1.42,47324
0.0,1.0,0.648,1.536,47324
1.0,1.0,0.514,1.424,47324
1.0,0.0,0.707,1.756,47324
1.0,1.0,0.663,1.536,47324
0.0,1.0,0.515,1.736,47324
1.0,1.0,0.67,1.648,47324
1.0,0.0,0.397,1.532,47324
0.0,1.0,0.539,1.748,47324
1.0,1.0,0.548,1.32,47324
1.0,0.0,0.467,1.544,47324
0.0,1.0,0.489,1.532,47324
1.0,1.0,0.397,1.532,47324
1.0,0.0,0.45,1.536,47324
0.0,1.0,0.139,1.32,47324
1.0,1.0,0.521,1.524,47324
0.0,0.0,0.431,1.2,47324
1.0,1.0,0.372,1.528,47324
1.0,0.0,0.389,1.428,47324
0.0,1.0,0.567,1.416,47324
1.0,1.0,0.747,1.42,47324
1.0,0.0,0.631,1.536,47324
0.0,1.0,0.547,1.756,47324
1.0,1.0,0.513,1.636,47324
0.0,0.0,0.471,1.532,47324
1.0,1.0,0.466,1.532,47324
1.0,0.0,0.466,1.536,47324
0.0,1.0,0.496,1.416,47324
1.0,1.0,0.481,1.528,47324
0.0,0.0,0.484,1.424,47324
1.0,1.0,0.464,1.528,47324
1.0,0.0,0.585,1.428,47324
0.0,1.0,0.481,1.428,47324
,1.0,,1.64,47324
,0.0,,1.52,47324
,1.0,,2.288,47324
,0.0,,1.532,47324
1.0,1.0,1.977,2.952,47678
1.0,1.0,1.08,2.068,47678
1.0,1.0,0.744,1.756,47678
1.0,1.0,1.063,2.056,47678
1.0,1.0,0.714,1.744,47678
0.0,0.0,0.697,1.752,47678
1.0,1.0,0.564,1.644,47678
1.0,1.0,0.763,1.748,47678
1.0,1.0,0.78,1.86,47678
1.0,1.0,0.897,1.864,47678
1.0,1.0,0.965,1.968,47678
0.0,0.0,0.917,1.968,47678
1.0,1.0,1.182,2.188,47678
1.0,1.0,1.051,1.968,47678
1.0,1.0,0.781,1.856,47678
1.0,1.0,0.795,1.852,47678
1.0,1.0,0.681,1.64,47678
0.0,0.0,1.414,2.408,47678
1.0,1.0,1.23,2.3,47678
1.0,1.0,0.964,1.972,47678
1.0,1.0,0.599,1.632,47678
1.0,1.0,0.531,1.528,47678
0.0,0.0,0.79,1.756,47678
1.0,1.0,0.773,1.864,47678
1.0,1.0,1.246,2.184,47678
1.0,1.0,1.023,2.076,47678
1.0,1.0,0.805,1.864,47678
1.0,1.0,0.799,1.86,47678
0.0,0.0,0.764,1.764,47678
1.0,1.0,0.705,1.76,47678
1.0,1.0,0.627,1.54,47678
1.0,1.0,0.762,1.744,47678
1.0,1.0,0.781,1.76,47678
1.0,1.0,0.668,1.752,47678
1.0,1.0,0.647,1.644,47678
0.0,0.0,0.789,1.752,47678
1.0,1.0,0.631,1.636,47678
1.0,1.0,1.381,2.42,47678
1.0,1.0,0.931,1.972,47678
1.0,1.0,1.061,2.072,47678
1.0,1.0,1.431,2.512,47678
1.0,1.0,0.867,1.86,47678
0.0,0.0,0.756,1.756,47678
1.0,1.0,0.682,1.652,47678
1.0,1.0,0.828,1.86,47678
1.0,1.0,0.753,1.752,47678
1.0,1.0,0.648,1.648,47678
1.0,1.0,0.732,1.748,47678
1.0,1.0,0.582,1.632,47678
1.0,1.0,0.679,1.74,47678
1.0,1.0,0.799,1.848,47678
1.0,1.0,0.755,1.744,47678
1.0,1.0,0.847,1.856,47678
1.0,1.0,0.796,1.864,47678
1.0,1.0,0.547,1.528,47678
0.0,0.0,0.665,1.744,47678
1.0,1.0,0.864,1.848,47678
1.0,1.0,0.746,1.74,47678
1.0,1.0,1.081,2.068,47678
1.0,1.0,0.961,1.856,47678
1.0,1.0,0.927,1.864,47678
1.0,1.0,0.662,1.648,47678
1.0,1.0,0.648,1.636,47678
1.0,1.0,0.797,1.86,47678
1.0,1.0,0.79,1.848,47678
0.0,0.0,0.713,1.756,47678
1.0,1.0,0.763,1.756,47678
1.0,1.0,0.93,1.964,47678
1.0,1.0,0.847,1.864,47678
1.0,1.0,1.03,1.968,47678
1.0,1.0,0.858,1.964,47678
1.0,1.0,1.298,1.74,47678
1.0,1.0,0.804,1.648,47678
1.0,1.0,0.797,2.296,47678
1.0,1.0,1.109,1.872,47678
1.0,1.0,1.045,1.868,47678
1.0,1.0,0.815,2.076,47678
1.0,1.0,0.897,1.968,47678
0.0,1.0,0.883,1.864,47678
1.0,1.0,0.798,1.864,47678
1.0,0.0,0.88,1.848,47678
1.0,1.0,0.815,1.852,47678
1.0,1.0,0.897,1.856,47678
1.0,1.0,0.81,1.868,47678
1.0,1.0,0.863,1.852,47678
1.0,1.0,0.715,1.752,47678
0.0,1.0,0.788,1.76,47678
1.0,1.0,0.763,1.648,47678
1.0,0.0,0.973,1.752,47678
1.0,1.0,1.095,1.756,47678
1.0,1.0,0.647,1.964,47678
1.0,1.0,0.664,2.084,47678
1.0,1.0,0.863,1.644,47678
0.0,1.0,0.701,1.752,47678
1.0,1.0,0.671,1.852,47678
1.0,0.0,0.628,1.74,47678
1.0,1.0,0.831,1.748,47678
1.0,1.0,1.039,1.644,47678
1.0,1.0,0.962,1.864,47678
0.0,1.0,0.963,1.972,47678
1.0,1.0,1.455,1.972,47678
1.0,0.0,0.763,1.864,47678
1.0,1.0,0.798,2.408,47678
1.0,1.0,0.763,1.756,47678
1.0,1.0,0.512,1.84,47678
1.0,1.0,0.918,1.764,47678
1.0,1.0,0.9,1.536,47678
0.0,1.0,0.722,1.964,47678
1.0,1.0,0.851,1.856,47678
1.0,0.0,0.782,1.76,47678
1.0,1.0,1.07,1.864,47678
1.0,1.0,1.004,1.752,47678
1.0,1.0,0.962,2.076,47678
1.0,1.0,0.632,2.084,47678
1.0,1.0,0.667,1.972,47678
1.0,1.0,0.693,1.644,47678
1.0,1.0,0.681,1.76,47678
1.0,1.0,0.798,1.756,47678
1.0,1.0,0.614,1.74,47678
0.0,1.0,0.612,1.756,47678
1.0,1.0,1.046,1.632,47678
1.0,0.0,0.9,1.644,47678
1.0,1.0,0.984,2.08,47678
1.0,1.0,1.08,1.864,47678
1.0,1.0,0.731,1.864,47678
